SpineBase,243.550872802734,384.211364746094
SpineMid,242.409973144531,313.755126953125
Neck,241.428619384766,250.52961730957
Head,234.071929931641,223.816116333008
ShoulderLeft,201.750152587891,280.196899414063
ElbowLeft,198.55451965332,333.585662841797
WristLeft,193.995269775391,384.734985351563
HandLeft,193.625137329102,403.091033935547
ShoulderRight,278.660217285156,272.578247070313
ElbowRight,313.109527587891,305.525421142578
WristRight,339.376770019531,336.760803222656
HandRight,360.450134277344,358.249694824219
HipLeft,224.482681274414,385.817077636719
KneeLeft,140.125732421875,442.993713378906
AnkleLeft,61.1421661376953,487.426300048828
FootLeft,40.4983520507813,498.266754150391
HipRight,262.730010986328,382.568786621094
KneeRight,303.441528320313,469.222503662109
AnkleRight,338.407653808594,535.46875
FootRight,346.153839111328,555.98876953125
SpineShoulder,241.665313720703,265.661865234375
HandTipLeft,189.637878417969,420.544738769531
ThumbLeft,186.333724975586,409.554138183594
HandTipRight,372.316284179688,370.232971191406
ThumbRight,350.976165771484,360.588134765625
SpineBase,243.335433959961,384.1357421875
SpineMid,241.91667175293,313.599273681641
Neck,240.569610595703,250.335754394531
Head,232.45263671875,223.762985229492
ShoulderLeft,201.064636230469,280.624084472656
ElbowLeft,198.173782348633,333.346771240234
WristLeft,193.629516601563,384.679748535156
HandLeft,192.040145874023,402.423217773438
ShoulderRight,277.943542480469,272.258422851563
ElbowRight,310.555114746094,297.668151855469
WristRight,337.746154785156,322.013916015625
HandRight,362.584594726563,338.071533203125
HipLeft,224.249420166016,385.760589599609
KneeLeft,140.018844604492,443.385223388672
AnkleLeft,61.0930023193359,488.214813232422
FootLeft,42.3488464355469,497.797149658203
HipRight,262.468109130859,382.449340820313
KneeRight,320.178100585938,432.666748046875
AnkleRight,366.276489257813,469.629211425781
FootRight,381.003234863281,484.775085449219
SpineShoulder,240.9052734375,265.471954345703
HandTipLeft,188.254943847656,420.727111816406
ThumbLeft,183.836318969727,408.748840332031
HandTipRight,372.127777099609,346.902709960938
ThumbRight,352.211608886719,340.797607421875
SpineBase,240.683609008789,381.66845703125
SpineMid,234.986206054688,313.155181884766
Neck,229.459426879883,250.609329223633
Head,215.858612060547,222.880157470703
ShoulderLeft,195.070770263672,283.541748046875
ElbowLeft,198.310775756836,336.56787109375
WristLeft,192.113189697266,394.596862792969
HandLeft,191.886947631836,405.826324462891
ShoulderRight,265.740325927734,268.262969970703
ElbowRight,313.152923583984,276.149047851563
WristRight,337.301208496094,276.912628173828
HandRight,347.034942626953,264.558929443359
HipLeft,223.527648925781,384.023010253906
KneeLeft,148.89958190918,450.799926757813
AnkleLeft,79.5089569091797,503.964965820313
FootLeft,59.0735778808594,515.771240234375
HipRight,259.29150390625,380.009887695313
KneeRight,318.357238769531,450.613159179688
AnkleRight,368.886322021484,504.497436523438
FootRight,377.075012207031,523.996337890625
SpineShoulder,230.743148803711,265.671020507813
HandTipLeft,185.279815673828,420.862182617188
ThumbLeft,182.985809326172,412.886474609375
HandTipRight,356.730346679688,256.844177246094
ThumbRight,336.802612304688,262.840484619141
SpineBase,239.660125732422,382.801055908203
SpineMid,234.061126708984,313.420745849609
Neck,228.363525390625,250.726760864258
Head,214.084503173828,222.178894042969
ShoulderLeft,195.94548034668,285.117370605469
ElbowLeft,199.051300048828,338.953186035156
WristLeft,194.717834472656,383.449829101563
HandLeft,194.332962036133,402.432861328125
ShoulderRight,264.986877441406,267.493255615234
ElbowRight,301.143646240234,268.561645507813
WristRight,329.338745117188,255.390106201172
HandRight,338.088928222656,241.296142578125
HipLeft,222.300567626953,386.804321289063
KneeLeft,132.008605957031,424.129333496094
AnkleLeft,49.9338989257813,451.354858398438
FootLeft,27.4216461181641,457.770324707031
HipRight,258.080657958984,379.80908203125
KneeRight,320.944488525391,446.991394042969
AnkleRight,374.16845703125,497.743255615234
FootRight,384.210174560547,517.443420410156
SpineShoulder,229.774520874023,265.791473388672
HandTipLeft,190.30403137207,418.571014404297
ThumbLeft,188.213958740234,401.643310546875
HandTipRight,345.332763671875,225.886413574219
ThumbRight,326.387878417969,244.401321411133
SpineBase,241.360061645508,380.607177734375
SpineMid,233.635650634766,313.01416015625
Neck,224.960556030273,251.232528686523
Head,207.5634765625,225.787536621094
